dataset,method,representation,classifier,seed,accuracy,n_features,encode_seconds,fit_seconds,predict_seconds,peak_mib,n_train,n_test,length,n_classes,error
Synthetic1,mtf-features,mtf,logreg,2,0.8333333333333334,662,0.3872908000194002,0.022802899999078363,0.0012639999913517386,0.9668560028076172,18,18,32,3,
Synthetic1,rp-features,rp,logreg,0,0.7222222222222222,662,0.3786149000225123,0.03969999999389984,0.0026732000114861876,0.9668445587158203,18,18,32,3,
Synthetic1,rp-features,rp,logreg,1,0.7222222222222222,662,0.395838399999775,0.027249300008406863,0.0009389999904669821,0.9648036956787109,18,18,32,3,
Synthetic1,rp-features,rp,logreg,2,0.7222222222222222,662,0.40195450000464916,0.029684700013604015,0.0009422000148333609,0.9666509628295898,18,18,32,3,
Synthetic1,ablation-gaf-intensity-only,gaf,logreg,0,0.2777777777777778,6,0.005562300008023158,0.018308500002603978,0.0012899000139441341,0.04907989501953125,18,18,32,3,
Synthetic1,ablation-gaf-intensity-only,gaf,logreg,1,0.2777777777777778,6,0.0063276000146288425,0.013053999980911613,0.0007576000061817467,0.04907989501953125,18,18,32,3,
Synthetic1,ablation-gaf-intensity-only,gaf,logreg,2,0.2777777777777778,6,0.007753899990348145,0.013343500002520159,0.0009209999989252537,0.04907989501953125,18,18,32,3,
Synthetic1,ablation-gaf-texture-only,gaf,logreg,0,0.6666666666666666,268,0.09732500000973232,0.026312899979529902,0.0010108000133186579,0.4088268280029297,18,18,32,3,
Synthetic1,ablation-gaf-texture-only,gaf,logreg,1,0.6666666666666666,268,0.09297599998535588,0.018387299991445616,0.0009182999783661216,0.41159629821777344,18,18,32,3,
Synthetic1,ablation-gaf-texture-only,gaf,logreg,2,0.6666666666666666,268,0.10142990000895225,0.026579600002150983,0.002682599995750934,0.4116783142089844,18,18,32,3,
Synthetic2,baseline-1nn-euclidean,raw,knn1,0,1.0,32,0.0004626000009011477,0.002338099991902709,0.010827899997821078,0.01716899871826172,12,12,32,2,
Synthetic2,baseline-1nn-euclidean,raw,knn1,1,1.0,32,0.0003160000196658075,0.0014407999988179654,0.009463700000196695,0.016951560974121094,12,12,32,2,
Synthetic2,baseline-1nn-euclidean,raw,knn1,2,1.0,32,0.000382099999114871,0.0017210000078193843,0.0070395999937318265,0.017014503479003906,12,12,32,2,
Synthetic2,baseline-raw-logreg,raw,logreg,0,0.5833333333333334,32,0.00022499999613501132,0.01581000001169741,0.0019466000085230917,0.05037975311279297,12,12,32,2,
Synthetic2,baseline-raw-logreg,raw,logreg,1,0.5833333333333334,32,0.00026729999808594584,0.012529500003438443,0.0008514999935869128,0.051819801330566406,12,12,32,2,
Synthetic2,baseline-raw-logreg,raw,logreg,2,0.5833333333333334,32,0.0002620999875944108,0.012727699999231845,0.001100000023143366,0.051629066467285156,12,12,32,2,
Synthetic2,baseline-rocket-ridge,rocket,ridge,0,1.0,20000,0.2673212999943644,0.015832100005354732,0.0025751999928615987,9.782483100891113,12,12,32,2,
Synthetic2,baseline-rocket-ridge,rocket,ridge,1,1.0,20000,0.2746527999988757,0.01511529998970218,0.001952599996002391,9.782217979431152,12,12,32,2,
Synthetic2,baseline-rocket-ridge,rocket,ridge,2,1.0,20000,0.2843224000243936,0.015460399998119101,0.0022345999896060675,9.781672477722168,12,12,32,2,
Synthetic2,gasf-features,gaf,logreg,0,1.0,662,0.2569778999895789,0.013800999993691221,0.0008573999803047627,0.5899477005004883,12,12,32,2,
Synthetic2,gasf-features,gaf,logreg,1,1.0,662,0.5355621999769937,0.11387749999994412,0.006170600012410432,0.5873336791992188,12,12,32,2,
Synthetic2,gasf-features,gaf,logreg,2,1.0,662,0.8862212000240106,0.034478999994462356,0.0020967999880667776,0.5883083343505859,12,12,32,2,
Synthetic2,gadf-features,gadf,logreg,0,1.0,662,1.3913148999854457,0.01864460000069812,0.0018493999959900975,0.5883283615112305,12,12,32,2,
Synthetic2,gadf-features,gadf,logreg,1,1.0,662,0.6689404000062495,0.049578299978747964,0.0031584000098519027,0.5875778198242188,12,12,32,2,
Synthetic2,gadf-features,gadf,logreg,2,1.0,662,0.840507399989292,0.08814690000144765,0.007300400000531226,0.5905017852783203,12,12,32,2,
Synthetic2,mtf-features,mtf,logreg,0,1.0,662,0.8211327999888454,0.03978059999644756,0.003659300011349842,0.588129997253418,12,12,32,2,
Synthetic2,mtf-features,mtf,logreg,1,1.0,662,1.2157712999905925,0.028747899981681257,0.0024760999949648976,0.5880260467529297,12,12,32,2,
Synthetic2,mtf-features,mtf,logreg,2,1.0,662,0.6365209000068717,0.04487460001837462,0.0022515000018756837,0.5879125595092773,12,12,32,2,
Synthetic2,rp-features,rp,logreg,0,1.0,662,0.7618031000019982,0.03124560002470389,0.0021593999990727752,0.5871562957763672,12,12,32,2,
Synthetic2,rp-features,rp,logreg,1,1.0,662,0.6235168999992311,0.058122399990679696,0.0033377000072505325,0.5895776748657227,12,12,32,2,
Synthetic2,rp-features,rp,logreg,2,1.0,662,1.068359299999429,0.0505985000054352,0.003577499999664724,0.5881319046020508,12,12,32,2,
Synthetic2,ablation-gaf-intensity-only,gaf,logreg,0,0.4166666666666667,6,0.027926200011279434,0.035960600012913346,0.0037032999971415848,0.04633331298828125,12,12,32,2,
Synthetic2,ablation-gaf-intensity-only,gaf,logreg,1,0.4166666666666667,6,0.008814900007564574,0.023033799981931224,0.001888900005724281,0.04633331298828125,12,12,32,2,
Synthetic2,ablation-gaf-intensity-only,gaf,logreg,2,0.4166666666666667,6,0.016845600010128692,0.03872729997965507,0.004593099991325289,0.04633331298828125,12,12,32,2,
Synthetic2,ablation-gaf-texture-only,gaf,logreg,0,1.0,268,0.14884880001773126,0.02486710000084713,0.0037468000082299113,0.19635772705078125,12,12,32,2,
Synthetic2,ablation-gaf-texture-only,gaf,logreg,1,1.0,268,0.20312239998020232,0.022712000005412847,0.0021868000039830804,0.19619464874267578,12,12,32,2,
Synthetic2,ablation-gaf-texture-only,gaf,logreg,2,1.0,268,0.2696555000147782,0.04679980000946671,0.002802000002702698,0.19698143005371094,12,12,32,2,
Synthetic3,baseline-1nn-euclidean,raw,knn1,0,0.8888888888888888,32,0.0017746000085026026,0.006592699995962903,0.04815799999050796,0.020630836486816406,18,18,32,3,
Synthetic3,baseline-1nn-euclidean,raw,knn1,1,0.8888888888888888,32,0.0015746999997645617,0.006093000003602356,0.04017780002322979,0.02058696746826172,18,18,32,3,
Synthetic3,baseline-1nn-euclidean,raw,knn1,2,0.8888888888888888,32,0.0009566000080667436,0.008258699992438778,0.037556399998720735,0.020334243774414062,18,18,32,3,
Synthetic3,baseline-raw-logreg,raw,logreg,0,0.3888888888888889,32,0.0008862999966368079,0.08727759998873807,0.005580400000326335,0.0815725326538086,18,18,32,3,
Synthetic3,baseline-raw-logreg,raw,logreg,1,0.3888888888888889,32,0.0008441999962087721,0.07816830000956543,0.003213299991330132,0.08144664764404297,18,18,32,3,
Synthetic3,baseline-raw-logreg,raw,logreg,2,0.3888888888888889,32,0.0010440000041853637,0.10263969999505207,0.0027769999869633466,0.08086109161376953,18,18,32,3,
Synthetic3,baseline-rocket-ridge,rocket,ridge,0,1.0,20000,1.4580783999990672,0.03678429999854416,0.004690200003096834,14.360465049743652,18,18,32,3,
Synthetic3,baseline-rocket-ridge,rocket,ridge,1,1.0,20000,1.0612622999760788,0.050482200022088364,0.007326699997065589,14.359874725341797,18,18,32,3,
Synthetic3,baseline-rocket-ridge,rocket,ridge,2,1.0,20000,1.3908283000055235,0.03544269999838434,0.005918900016695261,14.360770225524902,18,18,32,3,
Synthetic3,gasf-features,gaf,logreg,0,0.8333333333333334,662,1.329878499993356,0.05657159999827854,0.0024283000093419105,0.968297004699707,18,18,32,3,
Synthetic3,gasf-features,gaf,logreg,1,0.8333333333333334,662,0.9032243999827188,0.040475300018442795,0.001808300003176555,0.9662103652954102,18,18,32,3,
Synthetic3,gasf-features,gaf,logreg,2,0.8333333333333334,662,1.165546699980041,0.05803630000445992,0.0027803000120911747,0.9659385681152344,18,18,32,3,
Synthetic3,gadf-features,gadf,logreg,0,0.6666666666666666,662,2.30653179998626,0.11834420001832768,0.0042437000083737075,0.9656276702880859,18,18,32,3,
Synthetic3,gadf-features,gadf,logreg,1,0.6666666666666666,662,1.4174687000049744,0.05602719998569228,0.002131000015651807,0.9674386978149414,18,18,32,3,
Synthetic3,gadf-features,gadf,logreg,2,0.6666666666666666,662,1.0838172000076156,0.03920739999739453,0.0015004000160843134,0.9678859710693359,18,18,32,3,
Synthetic3,mtf-features,mtf,logreg,0,1.0,662,1.6685636999900453,0.06078709999565035,0.0029575999942608178,0.9663190841674805,18,18,32,3,
Synthetic3,mtf-features,mtf,logreg,1,1.0,662,1.5454572000016924,0.06225270000868477,0.004298599989851937,0.9661703109741211,18,18,32,3,
Synthetic3,mtf-features,mtf,logreg,2,1.0,662,1.4628374000021722,0.12424740000278689,0.005308899999363348,0.9655885696411133,18,18,32,3,
Synthetic3,rp-features,rp,logreg,0,0.8333333333333334,662,2.258348000003025,0.11940850000246428,0.005230700015090406,0.9683418273925781,18,18,32,3,
Synthetic3,rp-features,rp,logreg,1,0.8333333333333334,662,1.1584806999890134,0.06149100000038743,0.002508500008843839,0.9683837890625,18,18,32,3,
Synthetic3,rp-features,rp,logreg,2,0.8333333333333334,662,1.5849534000153653,0.17150840000249445,0.00864230000297539,0.967625617980957,18,18,32,3,
Synthetic3,ablation-gaf-intensity-only,gaf,logreg,0,0.2222222222222222,6,0.039636500005144626,0.05573459999868646,0.0025391000090166926,0.04907989501953125,18,18,32,3,
Synthetic3,ablation-gaf-intensity-only,gaf,logreg,1,0.2222222222222222,6,0.019761200004722923,0.04494160000467673,0.0029491999885067344,0.04907989501953125,18,18,32,3,
Synthetic3,ablation-gaf-intensity-only,gaf,logreg,2,0.2222222222222222,6,0.04121709999162704,0.08240340001066215,0.004655299999285489,0.04907989501953125,18,18,32,3,
Synthetic3,ablation-gaf-texture-only,gaf,logreg,0,0.7777777777777778,268,0.4003894999914337,0.1024901999917347,0.004863600013777614,0.4114208221435547,18,18,32,3,
Synthetic3,ablation-gaf-texture-only,gaf,logreg,1,0.7777777777777778,268,0.44453939999220893,0.05015959998127073,0.0026892999885603786,0.41112422943115234,18,18,32,3,
Synthetic3,ablation-gaf-texture-only,gaf,logreg,2,0.7777777777777778,268,0.2570154999848455,0.09320239999215119,0.004811899998458102,0.4112997055053711,18,18,32,3,
Synthetic4,baseline-1nn-euclidean,raw,knn1,0,1.0,32,0.0010374999837949872,0.006226099998457357,0.03604989999439567,0.017006874084472656,12,12,32,2,
Synthetic4,baseline-1nn-euclidean,raw,knn1,1,1.0,32,0.0007680999988224357,0.00555450000683777,0.029953000019304454,0.017182350158691406,12,12,32,2,
Synthetic4,baseline-1nn-euclidean,raw,knn1,2,1.0,32,0.000906300003407523,0.006610700016608462,0.02700520001235418,0.016841888427734375,12,12,32,2,
Synthetic4,baseline-raw-logreg,raw,logreg,0,0.5,32,0.0006679000216536224,0.03491690001101233,0.0027704999956768006,0.051980018615722656,12,12,32,2,
Synthetic4,baseline-raw-logreg,raw,logreg,1,0.5,32,0.001361000002361834,0.056682299997191876,0.0019366999913472682,0.05179119110107422,12,12,32,2,
Synthetic4,baseline-raw-logreg,raw,logreg,2,0.5,32,0.0010648000170476735,0.066420899995137,0.0045523000007960945,0.051878929138183594,12,12,32,2,
Synthetic4,baseline-rocket-ridge,rocket,ridge,0,1.0,20000,1.2307963999919593,0.06228479999117553,0.00960080002550967,9.78140926361084,12,12,32,2,
Synthetic4,baseline-rocket-ridge,rocket,ridge,1,1.0,20000,0.861127000011038,0.03813349999836646,0.0064443999726790935,9.782132148742676,12,12,32,2,
Synthetic4,baseline-rocket-ridge,rocket,ridge,2,1.0,20000,1.2194542000070214,0.04191450000507757,0.006263299990678206,9.781765937805176,12,12,32,2,
Synthetic4,gasf-features,gaf,logreg,0,1.0,662,0.962980400014203,0.06579070002771914,0.004582399997161701,0.5891389846801758,12,12,32,2,
Synthetic4,gasf-features,gaf,logreg,1,1.0,662,1.003437400009716,0.03482679999433458,0.0038229000056162477,0.5874872207641602,12,12,32,2,
Synthetic4,gasf-features,gaf,logreg,2,1.0,662,0.42801950001739897,0.02773429997614585,0.0019265000009909272,0.5879983901977539,12,12,32,2,
Synthetic4,gadf-features,gadf,logreg,0,1.0,662,0.28854529999080114,0.01881199999479577,0.001381999987643212,0.5876522064208984,12,12,32,2,
Synthetic4,gadf-features,gadf,logreg,1,1.0,662,0.2597431000031065,0.015038700017612427,0.0009269000147469342,0.5878095626831055,12,12,32,2,
Synthetic4,gadf-features,gadf,logreg,2,1.0,662,0.25216099998215213,0.01457610001671128,0.0009780999971553683,0.5876064300537109,12,12,32,2,
Synthetic4,mtf-features,mtf,logreg,0,1.0,662,0.28061970000271685,0.013758599990978837,0.0010087999980896711,0.5880794525146484,12,12,32,2,
Synthetic4,mtf-features,mtf,logreg,1,1.0,662,0.27486730000237003,0.015706100006354973,0.0010081999935209751,0.5876960754394531,12,12,32,2,
Synthetic4,mtf-features,mtf,logreg,2,1.0,662,0.37190920001012273,0.018065699987346306,0.00249060001806356,0.588043212890625,12,12,32,2,
Synthetic4,rp-features,rp,logreg,0,1.0,662,0.3143489999929443,0.01862369998707436,0.001159599982202053,0.5881977081298828,12,12,32,2,
Synthetic4,rp-features,rp,logreg,1,1.0,662,0.3032109999912791,0.016275699977995828,0.001003599987598136,0.5877752304077148,12,12,32,2,
Synthetic4,rp-features,rp,logreg,2,1.0,662,0.27808619997813366,0.019119199976557866,0.0016839999880176038,0.5870637893676758,12,12,32,2,
Synthetic4,ablation-gaf-intensity-only,gaf,logreg,0,0.4166666666666667,6,0.003883600002154708,0.009642800025176257,0.0010386000212747604,0.04633331298828125,12,12,32,2,
Synthetic4,ablation-gaf-intensity-only,gaf,logreg,1,0.4166666666666667,6,0.00412329999380745,0.01050889998441562,0.0013007000088691711,0.04633331298828125,12,12,32,2,
Synthetic4,ablation-gaf-intensity-only,gaf,logreg,2,0.4166666666666667,6,0.007722400012426078,0.011892600014107302,0.001606299978448078,0.04633331298828125,12,12,32,2,
Synthetic4,ablation-gaf-texture-only,gaf,logreg,0,1.0,268,0.06559489999199286,0.015981300006387755,0.001276399998459965,0.19754791259765625,12,12,32,2,
Synthetic4,ablation-gaf-texture-only,gaf,logreg,1,1.0,268,0.0597268000128679,0.01429150000330992,0.0017765999946277589,0.197052001953125,12,12,32,2,
Synthetic4,ablation-gaf-texture-only,gaf,logreg,2,1.0,268,0.06138309999369085,0.015067200001794845,0.000963500002399087,0.19618988037109375,12,12,32,2,
